bus_id,tiempo,parada,ocupacion,pasajeros_a_bordo
55,33046.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),46.0,23
55,34267.52603237335,Parada 2 (Intermedia),80.0,40
55,35345.51145245514,Parada 3 (Intermedia),100.0,50
55,36408.60967882647,Parada 4 (SAN VICENTE),0.0,0
56,33642.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),42.0,21
56,34807.9831891406,Parada 2 (Intermedia),62.0,31
56,35685.28381512687,Parada 3 (Intermedia),100.0,50
56,37015.089905988,Parada 4 (SAN VICENTE),0.0,0
57,34236.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
57,35101.53470517944,Parada 2 (Intermedia),56.00000000000001,28
57,35946.70117491092,Parada 3 (Intermedia),64.0,32
57,37136.1341625679,Parada 4 (SAN VICENTE),0.0,0
58,34828.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),28.000000000000004,14
58,35660.62101477196,Parada 2 (Intermedia),46.0,23
58,36747.711805902385,Parada 3 (Intermedia),100.0,50
58,37868.79906999399,Parada 4 (SAN VICENTE),0.0,0
59,35444.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
59,36370.46172765817,Parada 2 (Intermedia),76.0,38
59,37298.96276281957,Parada 3 (Intermedia),100.0,50
59,38524.92719211162,Parada 4 (SAN VICENTE),0.0,0
60,36042.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),42.0,21
60,37080.46650414572,Parada 2 (Intermedia),62.0,31
60,37977.84337217163,Parada 3 (Intermedia),88.0,44
60,39104.53987155435,Parada 4 (SAN VICENTE),0.0,0
61,36630.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),30.0,15
61,37708.82636969791,Parada 2 (Intermedia),48.0,24
61,38547.577436667125,Parada 3 (Intermedia),72.0,36
61,39740.306487921756,Parada 4 (SAN VICENTE),0.0,0
62,37232.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
62,38111.541710176665,Parada 2 (Intermedia),52.0,26
62,39254.57492230554,Parada 3 (Intermedia),82.0,41
62,40263.62691151477,Parada 4 (SAN VICENTE),0.0,0
63,37834.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),34.0,17
63,38726.53248010331,Parada 2 (Intermedia),84.0,42
63,39724.03673710232,Parada 3 (Intermedia),96.0,48
63,40732.68870587211,Parada 4 (SAN VICENTE),0.0,0
64,38444.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
64,39386.06460500847,Parada 2 (Intermedia),68.0,34
64,40278.60983402212,Parada 3 (Intermedia),94.0,47
64,41436.821533917166,Parada 4 (SAN VICENTE),0.0,0
65,39032.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
65,39899.423071530575,Parada 2 (Intermedia),54.0,27
65,40758.46252389173,Parada 3 (Intermedia),78.0,39
65,41677.472294835796,Parada 4 (SAN VICENTE),0.0,0
66,39656.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),56.00000000000001,28
66,40612.22274766538,Parada 2 (Intermedia),94.0,47
66,41541.19407713191,Parada 3 (Intermedia),100.0,50
66,42495.8601866415,Parada 4 (SAN VICENTE),0.0,0
67,40242.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),42.0,21
67,41290.22983585617,Parada 2 (Intermedia),64.0,32
67,42364.21416783362,Parada 3 (Intermedia),100.0,50
67,43299.395289841006,Parada 4 (SAN VICENTE),0.0,0
68,40832.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
68,41720.709385101974,Parada 2 (Intermedia),52.0,26
68,42628.36708269459,Parada 3 (Intermedia),94.0,47
68,43508.93889912082,Parada 4 (SAN VICENTE),0.0,0
69,41436.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
69,42563.11934236542,Parada 2 (Intermedia),68.0,34
69,43498.478081353074,Parada 3 (Intermedia),100.0,50
69,44623.464830027646,Parada 4 (SAN VICENTE),0.0,0
70,42028.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),28.000000000000004,14
70,42841.88479607826,Parada 2 (Intermedia),34.0,17
70,43672.25495716565,Parada 3 (Intermedia),42.0,21
70,44838.02964688,Parada 4 (SAN VICENTE),0.0,0
71,42644.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
71,43822.868711899464,Parada 2 (Intermedia),76.0,38
71,44943.72915855376,Parada 3 (Intermedia),100.0,50
71,46002.96598136075,Parada 4 (SAN VICENTE),0.0,0
72,43234.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),34.0,17
72,44244.31427928276,Parada 2 (Intermedia),44.0,22
72,45154.82017774551,Parada 3 (Intermedia),94.0,47
72,46163.85681680642,Parada 4 (SAN VICENTE),0.0,0
73,43838.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),38.0,19
73,44947.33437962382,Parada 2 (Intermedia),62.0,31
73,45791.1942885227,Parada 3 (Intermedia),84.0,42
73,46667.671047560245,Parada 4 (SAN VICENTE),0.0,0
74,44436.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
74,45511.25507147812,Parada 2 (Intermedia),46.0,23
74,46575.67078170267,Parada 3 (Intermedia),74.0,37
74,47721.61983846013,Parada 4 (SAN VICENTE),0.0,0
75,45044.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
75,46051.97916228715,Parada 2 (Intermedia),72.0,36
75,47186.64012048955,Parada 3 (Intermedia),94.0,47
75,48227.54588146667,Parada 4 (SAN VICENTE),0.0,0
76,45644.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
76,46797.38151658317,Parada 2 (Intermedia),56.00000000000001,28
