bus_id,parada,tiempo_atraso,costo_multa
84,Parada 2 (Intermedia),180.97874826204134,1000
84,Parada 3 (Intermedia),300.67117678914656,1000
84,Parada 4 (SAN VICENTE),399.72032755196415,1000
85,Parada 2 (Intermedia),15.05712640044294,1000
87,Parada 4 (SAN VICENTE),91.65713392090765,1000
88,Parada 2 (Intermedia),89.72457691802265,1000
93,Parada 2 (Intermedia),44.74150257079236,1000
94,Parada 3 (Intermedia),160.63174701265598,1000
94,Parada 4 (SAN VICENTE),316.42301393769594,1000
95,Parada 2 (Intermedia),83.83434058164494,1000
95,Parada 4 (SAN VICENTE),101.72560918253293,1000
96,Parada 2 (Intermedia),34.7964349334834,1000
96,Parada 3 (Intermedia),132.51657023599182,1000
96,Parada 4 (SAN VICENTE),349.95170018023055,1000
97,Parada 2 (Intermedia),131.8831064985825,1000
97,Parada 3 (Intermedia),157.13974936228624,1000
97,Parada 4 (SAN VICENTE),78.07023400349499,1000
100,Parada 3 (Intermedia),46.345582580575865,1000
101,Parada 2 (Intermedia),90.37785750223702,1000
102,Parada 2 (Intermedia),35.986186628215364,1000
102,Parada 3 (Intermedia),149.65501178792329,1000
102,Parada 4 (SAN VICENTE),168.7083195843261,1000
103,Parada 2 (Intermedia),79.01275240831455,1000
103,Parada 3 (Intermedia),129.2225926062456,1000
103,Parada 4 (SAN VICENTE),182.76752347996808,1000
104,Parada 2 (Intermedia),55.96629250947444,1000
104,Parada 3 (Intermedia),244.20856988730156,1000
104,Parada 4 (SAN VICENTE),81.2896436752053,1000
106,Parada 2 (Intermedia),40.407294898017426,1000
106,Parada 3 (Intermedia),170.13870081296045,1000
106,Parada 4 (SAN VICENTE),184.92571880190735,1000
107,Parada 3 (Intermedia),126.1427830490029,1000
107,Parada 4 (SAN VICENTE),259.04453658057173,1000
109,Parada 2 (Intermedia),202.31076362743988,1000
109,Parada 3 (Intermedia),51.120055629817216,1000
110,Parada 2 (Intermedia),185.21197856916115,1000
110,Parada 3 (Intermedia),294.5887737040757,1000
110,Parada 4 (SAN VICENTE),463.5503297952673,1000
111,Parada 2 (Intermedia),173.4702586598396,1000
111,Parada 3 (Intermedia),276.0863421276881,1000
111,Parada 4 (SAN VICENTE),437.1806187647235,1000
112,Parada 2 (Intermedia),112.10842080390285,1000
112,Parada 4 (SAN VICENTE),145.13278514256672,1000
114,Parada 2 (Intermedia),23.858483701482328,1000
114,Parada 3 (Intermedia),112.20658987505885,1000
114,Parada 4 (SAN VICENTE),22.684942197993223,1000
115,Parada 2 (Intermedia),58.82149797137026,1000
115,Parada 4 (SAN VICENTE),71.42207674556994,1000
116,Parada 2 (Intermedia),105.89140790507372,1000
116,Parada 3 (Intermedia),264.17175256100745,1000
116,Parada 4 (SAN VICENTE),321.2016191589064,1000
117,Parada 2 (Intermedia),44.35699877705338,1000
117,Parada 4 (SAN VICENTE),11.747996421472635,1000
120,Parada 2 (Intermedia),29.098226371330384,1000
120,Parada 4 (SAN VICENTE),130.36286388168082,1000
121,Parada 2 (Intermedia),132.70310934478766,1000
121,Parada 3 (Intermedia),110.59684121264581,1000
121,Parada 4 (SAN VICENTE),85.57681110280828,1000
122,Parada 2 (Intermedia),73.78056511557952,1000
122,Parada 3 (Intermedia),59.386536328995135,1000
123,Parada 2 (Intermedia),107.95301702195138,1000
123,Parada 4 (SAN VICENTE),60.551358301097935,1000
124,Parada 2 (Intermedia),18.613163476402406,1000
124,Parada 4 (SAN VICENTE),1.0185630524429143,1000
125,Parada 3 (Intermedia),224.65294222438388,1000
125,Parada 4 (SAN VICENTE),388.43342157287407,1000
126,Parada 3 (Intermedia),171.55477167053323,1000
126,Parada 4 (SAN VICENTE),240.3165632523669,1000
127,Parada 3 (Intermedia),136.2418529942006,1000
127,Parada 4 (SAN VICENTE),257.90651529780007,1000
128,Parada 2 (Intermedia),187.9644292920566,1000
128,Parada 3 (Intermedia),317.17143508089794,1000
128,Parada 4 (SAN VICENTE),301.3546678564162,1000
129,Parada 2 (Intermedia),33.234745652735,1000
129,Parada 3 (Intermedia),217.38087458504015,1000
129,Parada 4 (SAN VICENTE),356.6931924320015,1000
130,Parada 4 (SAN VICENTE),80.99893644457916,1000
131,Parada 2 (Intermedia),97.26393560107681,1000
131,Parada 3 (Intermedia),208.1019839337896,1000
131,Parada 4 (SAN VICENTE),51.43679949289799,1000
132,Parada 4 (SAN VICENTE),64.72396621338703,1000
133,Parada 2 (Intermedia),136.72974516840623,1000
133,Parada 3 (Intermedia),311.25655306319095,1000
133,Parada 4 (SAN VICENTE),248.70281294767483,1000
134,Parada 2 (Intermedia),88.34213834066031,1000
134,Parada 3 (Intermedia),265.6690441076353,1000
134,Parada 4 (SAN VICENTE),178.4417458883181,1000
136,Parada 2 (Intermedia),213.00945128672174,1000
136,Parada 3 (Intermedia),99.0597628511241,1000
